year,ACCESS-CM2,BCC-CSM2-MR,CanESM5,CNRM-CM6-1,CMCC-CM2-SR5,CMCC-ESM2,EC-Earth3_r1i1p1f1,EC-Earth3_r3i1p1f1,EC-Earth3_r4i1p1f1,GFDL-ESM4,HadGEM3-GC31-LL,KACE-1-0-G,MIROC6,MIROC-ES2L,MPI-ESM1-2-HR_r1i1p1f1,MPI-ESM1-2-HR_r2i1p1f1,MPI-ESM1-2-LR,HadGEM3-GC31-MM,KIOST-ESM,MRI-ESM2-0
1942,0.352290611,0.19751447,0.32977423,0.253824533,-0.041937011,0.016035604,-0.015072237,0.029622737,0.052239115,0.193497204,0.265056981,0.180487041,0.267170352,0.150535441,0.225623748,0.071788844,0.402329163,0.083782978,0.182469104,0.139585204
1943,0.291721711,0.23103717,0.19434123,0.151560933,-0.181934711,0.033859104,-0.036893437,0.031116937,0.089063515,0.315196804,0.105671781,0.260248541,0.441836252,0.020101541,0.242590448,0.022336944,0.447701863,0.203535078,0.247085004,0.157983204
1944,0.383024211,0.22834237,-0.04128437,-0.012654267,-0.031294611,0.071291204,0.057710563,-0.018164863,-0.007900485,0.241409604,0.187158181,0.144527141,0.563620252,0.382564441,0.227425148,0.046787744,0.204246863,0.291334878,0.101453804,0.297557304
1945,0.437166611,0.08649457,0.06633723,0.238237833,0.114873289,-0.013582696,0.005880263,-0.011308163,-0.045717485,0.023358704,0.121501581,0.122858541,0.422938152,0.463378241,0.196494148,0.096369444,0.253827763,0.212767078,0.235784604,0.222268704
1946,0.339200411,0.17947147,0.07220353,0.256947033,-0.000673711,0.166337704,-0.057318437,-0.110183763,0.185511415,0.112398404,0.247096481,0.089169241,0.114246852,0.207464241,0.130302648,0.160061444,0.411307963,0.342398978,0.203760304,0.372810204
1947,0.222393411,0.21882137,0.13077293,-0.029311667,0.110414389,0.254433104,-0.164596637,0.055996937,0.264197315,0.310531804,0.300183781,0.099951341,0.135562852,0.074778641,0.263896448,0.161536544,0.356642863,0.413967378,0.222542704,0.365002604
1948,0.223995011,0.20015027,0.37165193,0.052072033,0.387481589,0.166011604,0.106610163,0.228196037,0.179353215,0.218463604,0.205850181,0.108257541,0.251726552,0.151611041,0.419478548,0.380859644,0.142752363,0.209121078,0.314042904,0.444917104
1949,0.316920611,0.26324067,0.33893613,0.265074633,0.155705689,0.226478804,0.027517963,0.114714037,0.314649515,0.169954504,0.343395681,0.175848541,0.248647352,0.301961341,0.255367948,0.301345744,0.149721163,0.332183278,0.221814704,0.424323604
1950,0.134621611,0.25048467,0.37944633,0.295851233,0.073360489,0.054599304,0.065882863,0.160080037,0.401268915,0.261393304,0.158662181,0.308688941,0.248120652,0.426838841,0.184501548,0.156713944,0.219467763,0.115506078,0.197158004,8
1951,0.242160611,0.42357617,0.19252373,0.208345133,0.245446989,0.028025704,0.076925163,0.104333537,0.353236415,0.165256104,0.170558281,0.149272841,0.207726052,0.109824241,0.256996848,0.090777544,0.406837563,0.138065578,0.155631604,8
1952,0.296008011,0.24503997,0.18347083,0.190676833,0.302793389,0.158781804,0.079120763,0.047795837,0.310321115,0.186971404,0.294926081,0.188065241,0.181817952,0.110331841,0.169691748,0.106269144,0.464310063,0.263448678,-0.014074096,8
1953,0.286594511,0.27919457,0.24027333,0.055489833,0.255496689,0.198710204,0.419386663,-0.018983663,0.094765315,0.303655804,0.465466481,0.226007941,0.087913152,0.322724241,0.152004448,0.122386544,0.299857963,0.202868378,0.162541904,8
1954,0.215428011,0.31812157,0.21682363,0.087841233,0.002296789,0.131046704,0.400756663,0.172855237,0.288082215,0.300826404,0.305412581,0.389289841,0.130396852,0.158540741,0.049334948,0.151212844,0.230887463,0.122981878,0.217900404,8
1955,0.255381411,0.30111417,0.05755283,0.114600433,0.222050389,0.189397004,0.113556263,0.258795637,0.470600115,0.236535104,0.173784881,0.279395841,0.299828352,0.160677241,0.064862748,0.379116444,0.123148263,0.262467478,0.241899804,8
1956,0.151137211,0.29075237,-0.02837197,0.038393833,0.393909989,0.104946104,0.176406863,0.173794737,0.309653715,0.177094304,0.346608381,0.300406741,0.415520352,0.412756241,0.150821148,0.272931344,0.093628563,0.427548978,0.083478404,8
1957,0.265889211,0.30477447,0.18315723,0.155990733,0.230886689,0.233853104,0.434886963,0.216369937,0.118811515,0.221925704,0.367859681,0.294540541,0.423302252,0.339522141,0.073359748,0.223638944,0.124638163,0.487021078,0.183326704,8
1958,0.234879211,0.32340397,0.20858473,0.229796333,0.035617889,0.245250304,0.356516763,0.292495337,0.231077915,0.348378304,0.283689081,0.199597741,0.296614952,0.149798641,0.104902448,0.182918744,0.110677363,0.497879478,0.212146704,8
1959,0.324699211,0.39211757,0.25321993,0.060936633,0.096214889,0.093970504,0.442984863,0.375143537,0.282477215,0.406849804,0.296422081,0.275966541,0.163635252,0.191743641,0.235584048,0.200314844,0.199317863,0.288173678,0.153683804,8
1960,0.388968911,0.27493637,0.13513513,0.173964133,-0.010090111,0.066753504,0.406371763,0.371876937,0.191107215,0.291652404,0.347187181,0.339080241,0.141606752,0.408425341,0.311489748,0.216018144,0.387506663,0.122945678,0.337898404,0.291659804
1961,0.345564311,0.25018887,0.22258313,0.240241933,0.039756789,0.235799404,0.340879463,0.110369737,0.228702315,0.220536904,0.325868781,0.261060641,0.156600352,0.524801841,0.342709048,0.251982644,0.458077863,0.218269678,0.303342204,0.157854304
1962,0.268448211,0.25454367,0.27876993,0.208572833,0.174019689,0.339054304,0.116410963,0.172943037,0.368925615,0.242784004,0.211486781,0.306254341,0.439044552,0.107005041,0.172497548,0.168976544,0.200614863,0.261707078,-0.010704396,0.204954504
1963,0.063407511,0.05716707,0.05697793,0.078381133,0.247217389,0.191916604,0.074524763,0.146077437,0.088451815,0.105375004,-0.002285319,0.229349241,0.491453352,-0.091566059,0.157730548,0.087033344,0.020338063,0.048431478,0.276136804,0.125517004
1964,-0.013566589,-0.06584773,0.02255493,0.244897433,0.254982189,-0.027310996,0.127133163,0.113062237,-0.040587585,-0.193447196,-0.028848519,0.153658841,0.012923352,-0.132377359,0.177874848,0.047799344,-0.032988837,0.046664978,0.005049404,0.141494504
1965,-0.019669089,-0.07397043,0.17151583,0.190960633,0.367354289,-0.028106396,0.084136363,-0.100811863,-0.024306785,-0.091104596,-0.071336819,0.084748541,-0.105005448,0.070861541,0.175328548,0.024400144,0.077638763,0.087377778,-0.261697296,0.087777404
1966,-0.031591289,0.17117227,0.11634643,0.112493633,0.187334789,0.152472904,0.285041263,0.119425637,0.125155215,0.139130504,-0.011051319,-0.003997159,-0.030387048,0.294901041,0.234056748,0.186006044,0.182330563,0.023316878,0.087325404,0.125656004
1967,0.053746311,0.03588807,0.09668903,0.016098033,-0.039361811,0.378721904,0.050023163,0.121832437,0.273266815,0.212445204,0.053035181,-0.003938159,0.178715152,0.035708341,0.072198848,0.202135144,0.258654763,0.069214578,0.282490404,0.155065904
1968,0.228307411,0.15409257,0.15944063,0.241905933,0.193628389,0.414319504,-0.028445837,0.035254537,0.183873515,0.200169204,0.192494381,0.153999441,0.396546852,-0.024486059,0.174960448,0.312745544,0.291228463,0.190846578,0.140218004,0.117769104
1969,0.230763911,0.15332967,0.09791943,0.399777433,0.271108889,0.093154804,0.017894163,0.186555137,-0.014034585,0.177456804,0.265746581,0.168375241,0.033208952,0.169850041,0.196778748,0.271560544,0.203910663,0.174446078,0.131408304,0.056502604
1970,0.165992111,0.15324607,0.21491263,0.248148733,0.358492589,-0.056528596,0.131502563,0.427004337,-0.066052585,0.117032804,0.111431581,0.216369641,0.059421252,0.331084341,0.359125848,0.240455144,0.107028863,0.142822578,0.199677004,0.143014804
1971,0.134269611,0.19392757,0.24164383,0.375711733,0.499040989,0.002207104,0.055547263,0.110942837,0.025553615,0.139389104,0.181122981,0.279050041,0.145876552,0.085017741,0.426901548,0.322355444,0.114579263,0.067684878,0.312334104,0.195599104
1972,0.228927411,-0.03581973,0.20802303,0.284098833,0.338778489,0.351521404,-0.027222437,0.106541637,0.210457015,0.332345204,0.286617281,0.168403341,0.071551052,0.068592541,0.280707948,0.185951644,0.148576463,0.201187878,0.366627004,0.116126104
1973,0.366016911,0.13386677,0.25922403,0.196979333,0.192366889,0.588446604,0.188039963,0.307276237,0.275002115,0.371267604,0.300185381,0.098766941,0.180962052,0.218623141,0.253127748,0.219382544,0.300194963,0.280427678,0.373912904,0.114138404
1974,0.174542111,0.25113747,0.50196463,0.345416833,0.072688689,0.505545304,0.374196463,0.402355837,0.305223615,0.230392104,0.195667981,0.162526441,0.248456952,0.262016941,0.165084348,0.210881944,0.305246563,0.336647878,0.359801404,0.318247304
1975,0.158062711,0.22312577,0.45555863,0.392493633,0.106016089,0.348341504,0.338242463,0.446205937,0.131041515,0.070688804,0.149475281,0.050293841,0.359149452,0.398816341,0.115857148,0.264670544,0.095500763,0.114402178,0.453466004,0.263372404
1976,0.251010511,0.14043617,0.27406023,0.211935533,0.288591589,0.405110404,0.299300663,0.540407737,0.277926715,0.224999904,0.029812881,0.124766341,0.165000052,0.289967441,0.341510648,0.301364944,0.008790263,0.207644878,0.449021104,0.013735704
1977,0.266737711,0.19661497,0.27110823,0.316606433,0.425157189,0.406458504,0.459323963,0.316650237,0.268595315,0.349293004,0.203470081,0.260792341,0.191820952,0.060770741,0.353321248,0.388855844,0.152530863,0.311001978,0.425298404,0.098081504
1978,0.258111811,0.28906877,0.39225343,0.325666433,0.405154389,0.427036604,0.348260963,0.278974337,0.178869815,0.266141604,0.130995881,0.157630941,0.458370352,0.146424941,0.373148848,0.400611344,0.187752663,0.426114778,0.460235504,0.255007204
1979,0.398275011,0.17303037,0.33511063,0.319466233,0.553353789,0.589976604,0.291885463,0.507792837,0.191912415,0.211952604,0.190840181,0.283745641,0.355119352,0.235021941,0.352429848,0.392683544,0.325414763,0.388401378,0.549165304,0.215905904
1980,0.255437911,0.20252377,0.37342523,0.674119633,0.602786089,0.529043504,0.300596463,0.448495037,0.149281815,0.162880204,0.207253281,0.412275541,0.156424852,0.417441641,0.547450948,0.282162744,0.509856063,0.506424478,0.407017904,0.210611904
1981,0.325209111,0.39816447,0.46636183,0.602141533,0.618730689,0.431473104,0.430166763,0.441692337,0.221415315,0.335231204,0.084273081,0.540876941,0.164182252,0.510472841,0.473883248,0.409352844,0.443524463,0.313247878,0.535943404,0.315694604
1982,0.277154611,0.40006257,0.51861023,0.486020633,0.535437289,0.581727204,0.330280863,0.548005137,0.222363715,0.423832804,0.186587281,0.305692941,0.408210252,0.165300441,0.398644548,0.397201044,0.376432663,0.157377778,0.518899104,0.424919704
1983,0.191539511,0.28210417,0.37047813,0.371168433,0.563434689,0.688465004,0.124022063,0.361757237,0.111281315,0.166540004,0.089298581,0.262870141,0.370461652,0.079325441,0.296462948,0.335043044,0.266656363,0.068363378,0.403103704,0.227255104
1984,0.319021411,0.29287377,0.46291243,0.320616633,0.536294989,0.583281404,0.209153963,0.314126737,0.166755015,0.077202404,0.272836981,0.387800541,0.564745952,0.238823441,0.378862448,0.355307644,0.519139863,0.267121678,0.321186604,0.129172204
1985,0.416614711,0.13117537,0.67448123,0.550764433,0.465433289,0.507202204,0.474010163,0.347055737,0.376127415,0.162401904,0.192814981,0.347303541,0.380262952,0.545210641,0.478054848,0.409874044,0.581508963,0.236072178,0.506595604,0.533532004
1986,0.541536411,0.25751487,0.49586353,0.535169233,0.420498789,0.538000604,0.434248663,0.279784137,0.426922415,0.327092104,0.260566681,0.476765741,0.205376852,0.549064841,0.568050448,0.544616044,0.530738063,0.314673978,0.510032604,0.380164504
1987,0.273257311,0.30453487,0.56144313,0.745851233,0.631403089,0.572931304,0.622740263,0.358292637,0.482360515,0.352283504,0.267171581,0.533071841,0.354047152,0.246962241,0.504714048,0.606470544,0.416734763,0.343624678,0.663895004,0.344471404
1988,0.277577411,0.39825217,0.60406673,0.675642133,0.675261489,0.577169404,0.463486663,0.336372937,0.563510415,0.291790304,0.251776681,0.664730841,0.391913752,0.265184641,0.470492648,0.636170644,0.388657763,0.332187178,0.853699504,0.409837804
1989,0.444141211,0.48267717,0.94731263,0.590340933,0.653256189,0.692599104,0.646570663,0.407360937,0.497450715,0.405023504,0.421461781,0.562686741,0.356460852,0.394731141,0.478826148,0.700892744,0.535098863,0.463499278,0.721920404,0.295740504
1990,0.546134511,0.38874377,0.85435623,0.739258933,0.656589789,0.741890204,0.741193163,0.597527937,0.644324115,0.667616104,0.535017581,0.659042741,0.445341352,0.568336041,0.538310248,0.645982844,0.678555763,0.324749378,0.819882504,0.378083704
1991,0.483369711,0.27170047,0.87603823,0.696404133,0.854985389,0.617848604,0.706469763,0.431608137,0.579195315,0.665916704,0.552512081,0.593664541,0.348737152,0.732733641,0.482486748,0.725726044,0.632909563,0.243925578,0.921637804,0.438340904
1992,0.105013711,0.02624697,0.43359573,0.596377633,0.395697889,0.427062004,0.254458763,0.239929937,0.320275615,0.002646204,0.329041681,0.394492841,0.203415152,0.075533741,0.255863348,0.527269744,0.403935763,0.154802578,0.287995804,0.127428104
1993,0.217439911,0.14249787,0.57992273,0.716230533,0.291405089,0.361277004,0.471166163,0.388090137,0.186946515,0.081545904,0.247858181,0.456363241,0.396182352,-0.007917359,0.230310148,0.598354144,0.533149363,0.076397178,0.581242304,0.313094904
1994,0.350951311,0.36401297,0.58730723,0.641561233,0.294501989,0.300214004,0.492202663,0.325833637,0.412096015,0.329995404,0.269700581,0.579899641,0.522517252,0.214786641,0.421961948,0.748237044,0.511921263,0.147151478,0.469717804,0.436460804
1995,0.391202211,0.46270617,0.79341953,0.834672733,0.416262289,0.338130204,0.623384763,0.316673537,0.403226315,0.313186304,0.384033281,0.543755841,0.237096552,0.444168141,0.470130348,0.726359144,0.393620863,0.231579978,0.661762304,0.408782704
1996,0.575128611,0.31560697,1.12617863,0.664512733,0.441041489,0.515415704,0.643586263,0.460998737,0.525896015,0.394306604,0.476155981,0.647438541,0.168028452,0.571952341,0.469111348,0.718217244,0.691901663,0.329844778,0.747529904,0.338368504
1997,0.439728111,0.56520537,0.87917583,0.749067933,0.625520289,0.754283204,0.819242863,0.630507237,0.502688615,0.475891404,0.535061281,0.706647841,0.316689852,0.678980241,0.362443748,0.844688044,0.824471163,0.441596178,0.665806604,0.493109504
1998,0.497445911,0.49563747,0.87742073,0.838566533,0.608213089,0.838384904,0.924922663,0.631770937,0.365499115,0.530583404,0.548016081,0.660911741,0.349396352,0.300231941,0.485811548,0.770435944,0.794285263,0.428615178,0.807141104,0.686649104
1999,0.610150111,0.47967027,1.05410283,0.813703133,0.673679989,0.768130004,0.885207163,0.498482537,0.551224815,0.571030604,0.545802181,0.747950741,0.739953452,0.299129541,0.536694148,0.833116344,0.779708663,0.493357378,0.810520804,0.584419404
2000,0.765741811,0.65952337,1.16621513,0.941513133,0.669846089,0.761002404,0.901965563,0.520278637,0.630274015,0.683991004,0.667838081,0.783095441,0.645681652,0.480463741,0.625254348,0.799733444,0.744793063,0.636735378,0.858790404,0.730625104
2001,0.652710711,0.76746647,1.39819333,1.093577233,0.913272689,1.123249004,0.920891463,0.616556237,0.956427815,0.806798304,0.907268281,0.808589841,0.565003252,0.694018041,0.697473948,0.815483344,0.767396363,0.749128478,0.947053304,0.719278104
2002,0.643805911,0.79358787,1.36116903,0.775341033,1.169757989,1.076499704,1.096717263,0.618081537,0.771388615,0.755888504,0.939518781,0.910125041,0.525601152,0.630122541,0.719414948,1.040578344,0.802811563,0.845518778,0.791686404,0.592879704
2003,0.820296811,0.68900717,1.26143783,0.914946133,1.115344389,0.878638704,1.179332363,0.782559637,0.719412915,0.688122904,0.904001081,0.992282241,0.714409752,0.623599141,0.662308548,0.943839044,0.947272563,0.749685078,1.028734604,0.716503504
2004,0.661977211,0.71317827,1.24952773,0.862924933,0.955610589,0.816907804,1.149110963,0.736360237,1.023107415,0.772382704,1.003922681,0.967910841,0.876494052,0.887334841,0.624971648,0.866641344,0.892472163,0.829390978,1.065770004,0.789373004
2005,0.751207611,0.64705347,1.08333803,0.771041233,0.981906589,0.839783004,1.273612563,0.597926937,0.907656915,0.709664704,1.013523481,0.929431541,0.669645852,0.903890141,0.685279148,0.941666844,0.776813763,0.854783878,1.084790204,0.948312204
2006,0.757085511,0.74919657,1.07078833,0.945120033,1.099471889,1.065732404,1.279175563,0.734299637,0.501025415,0.621949004,1.197059181,0.966312641,0.550840352,0.518755741,0.772742848,1.041962244,0.790824563,1.004842378,0.974670904,0.870412304
2007,0.601769511,0.69867597,1.26218363,1.097346833,1.257663089,1.174561804,1.315417763,0.705507137,0.530917715,0.676504404,1.076451781,1.020091641,0.627338052,0.493424741,0.793652148,1.002282344,0.878590963,0.843252578,0.959854904,0.828241704
2008,0.769029711,0.70363247,1.41053753,0.931497733,1.329032589,1.286896604,1.367394863,0.621791637,0.672404815,0.760742004,1.027802081,0.999253141,0.930384152,0.669866941,0.958622648,1.045532844,1.019168163,0.912221878,1.215571304,0.935082004
2009,0.702801611,0.67122517,1.32213403,0.935349133,1.267397089,1.050651404,1.430151763,0.689326137,0.799469615,0.862251204,1.066431481,1.020876241,0.957384552,0.776039941,1.011836648,0.878229444,0.882120263,0.866375678,1.210262504,0.816579304
2010,0.883651711,0.70053707,1.34425353,1.068599933,1.119481589,1.017626504,1.445896863,0.746664637,0.766519815,0.766556204,1.255598081,1.060335641,0.638359652,1.020031541,0.836641148,0.999154644,0.900353163,0.762065978,1.126625904,0.720786004
2011,1.004800311,0.77904787,1.41574083,0.960486333,1.214063989,1.168502804,1.406905663,0.821039137,0.906356115,0.784883104,1.417712681,1.181496041,0.626353652,0.795569841,0.938186648,1.003990044,0.974817163,0.942992678,1.297404904,0.758871804
2012,1.140506611,0.82423227,1.58106513,1.211964433,1.343815189,1.262968804,1.503753063,0.729139737,0.832163915,0.959190204,1.330870881,1.141614341,0.744794052,0.726606341,1.000814648,1.095945944,0.922221763,1.239820578,1.376995704,0.887014904
2013,0.856935011,0.88048247,1.46936213,1.094494233,1.294248289,1.101113004,1.603052663,0.678568537,1.050288415,1.065920804,1.319676681,1.110552741,1.099441452,0.817344341,0.995964148,1.085037544,0.836372663,1.094196878,1.333234604,0.928564504
2014,1.076395111,0.93184537,1.63199093,1.008626433,1.218873589,1.018466304,1.569867263,0.875558037,1.030351015,0.796236404,1.439068981,1.245160041,0.978337052,0.964871841,0.966773848,1.042108544,0.898938863,1.048898778,1.385777904,0.929805904
2015,1.188419611,0.91213477,1.70859633,1.185100133,1.365028389,0.818133804,1.618190763,0.945350637,0.909247015,0.777084804,1.472734781,1.405125241,0.579167652,1.132845441,0.883936548,1.179431044,0.969942863,1.083118978,1.346940804,1.076579104
2016,1.220721911,0.99733957,1.64133573,1.259881433,1.436945489,0.964152004,1.589917063,0.712386937,1.093452515,0.993905904,1.682738081,1.392181541,0.581169852,0.818016041,0.984537148,1.195444644,0.996141363,1.214658778,1.412699304,1.178822604
2017,1.180661211,0.98802847,1.79685913,0.993411333,1.254295589,1.057690804,1.532125363,0.828265037,1.140103015,1.166175004,1.608019281,1.326698441,0.737503852,0.635872641,1.005057148,0.987190144,1.029155063,1.317267778,1.509335904,1.195266204
2018,1.422335811,1.04087987,2.01735563,1.052302333,1.088933989,1.302689604,1.653648363,0.868581437,0.862554215,1.021182704,1.642126781,1.480825741,0.820728352,0.795253241,1.123174848,0.957353344,1.159443863,1.245946178,1.248628004,1.239342404
2019,1.571704111,1.08447947,2.02093923,1.181040033,1.186768189,1.315435504,1.674209963,1.063467037,0.900190015,0.979860504,1.574600381,1.641616241,0.995291652,1.192236741,1.143284948,0.946947044,0.987833463,1.186687878,1.264247204,1.318817104
2020,1.435324211,1.16062137,2.00536783,1.254637833,1.180363789,0.816864104,1.547347763,1.162291937,1.018638315,0.952245204,1.717201681,1.546727041,1.158679052,1.273860241,1.162058348,1.013967744,0.834384563,1.325649778,1.398810104,1.198579404
2021,1.646596211,1.27029497,1.89962573,1.333816733,1.369507489,0.795251404,1.595331463,0.859966137,1.218123615,1.163241104,1.712785781,1.638093241,1.041563652,1.086921841,1.101498448,1.286695044,1.089488463,1.449554378,1.522766204,1.304859004
2022,1.376615711,1.30948467,2.08453883,1.406689333,1.387983989,1.010927304,1.790503963,0.978738637,0.996801715,1.294493904,1.629425081,1.661804441,0.827092952,0.962975841,1.193192148,1.204612044,1.313731963,1.383805778,1.543522204,1.452655404
2023,1.614121111,1.31451167,2.22361573,1.393488133,1.291782889,1.114629704,1.656721563,1.180169037,1.002196315,1.045421004,1.780406181,1.709956041,0.924622352,1.130558441,1.133459948,1.254191544,1.290701863,1.586087078,1.529315804,1.422575704
2024,1.490974111,1.26830747,2.20448013,1.563967233,1.297855489,1.165573404,1.798254363,1.161450637,1.094905815,1.036604904,1.862995381,1.848168241,1.174112152,1.210634841,1.149662748,1.312629744,1.205913563,1.637291378,1.572284104,1.538170904
2025,1.579392011,1.40866267,2.26662893,1.625571833,1.380295789,1.117946604,1.851524263,1.257545137,0.996311015,1.225398404,2.014362181,2.059069341,1.283064652,1.139376041,1.154305248,1.552785144,1.294856263,1.537560878,1.629020004,1.546720104
2026,1.601815911,1.31686117,2.35403053,1.709297133,1.550899189,1.200186604,1.844898363,1.286418237,1.100821115,1.223550404,2.154287881,2.075109041,1.285469952,1.487536841,1.175410048,1.331460244,1.147067563,1.546921778,1.611055804,1.396930104
2027,1.829103511,1.39021447,2.28932963,1.666263133,1.459101389,1.424683004,1.901634963,1.193767037,1.095919615,1.108489604,1.955669481,1.977036641,1.170222652,1.443096941,1.215967048,1.223857944,1.277248063,1.597280578,1.590068904,1.681813404
2028,1.789213911,1.46792017,2.22298493,1.530487933,1.591929189,1.563210004,2.097549763,1.218301337,1.220107515,1.341695504,2.170705481,2.092149041,1.249998252,1.221997441,1.165698448,1.291728044,1.405463463,1.750951278,1.405271704,1.724690804
2029,1.639276111,1.39967887,2.47048213,1.546875333,1.757573089,1.441494304,2.042720163,1.339717937,1.217918215,1.409965304,2.320423781,2.066107141,1.556343452,1.270385741,1.314922348,1.476721444,1.214811763,1.991861878,1.595418104,1.558689804
2030,1.733182611,1.44085667,2.51573953,1.568162733,1.782535089,1.374092004,2.014650363,1.405023737,1.228568415,1.132557804,2.157189681,2.113083741,1.496872252,1.446821941,1.431991948,1.477156244,1.140707263,1.700188178,1.758972704,1.647265704
2031,1.936227611,1.47248407,2.50638253,1.675615333,1.753924189,1.549396704,2.107708463,1.404111337,1.349351415,1.340209404,2.190531281,2.256491641,1.084372152,1.733438041,1.557447348,1.370380344,1.338103063,1.990963378,1.722342004,1.754327704
2032,1.659270811,1.56025917,2.47676653,1.947509633,1.633714089,1.710677904,2.179063163,1.632050437,1.377215615,1.428644904,2.223868981,2.313702641,1.140653152,1.496410741,1.345425348,1.416428044,1.364995963,2.141640278,1.755787104,1.837649304
2033,1.844481611,1.54834107,2.47408603,1.856630133,1.643739089,1.528333604,2.085286863,1.592547837,1.433450615,1.388326304,2.211132581,2.323723141,1.157953552,1.339017441,1.306637348,1.392260244,1.311530963,1.962785578,1.710630504,1.670796004
2034,1.875894711,1.62343807,2.66481163,1.831750833,1.705292789,1.444363104,2.119106063,1.585106737,1.341496815,1.272636004,2.425384281,2.334095041,1.211157052,1.336255541,1.425080148,1.513749944,1.333851963,1.914320278,1.801224504,1.716876904
2035,1.941171511,1.53473207,2.87598903,1.829181533,1.828136089,1.681769504,2.291259563,1.606128037,1.501648215,1.287349404,2.632807481,2.362887441,1.479197852,1.698000841,1.585128448,1.546064444,1.284561863,2.096946478,1.784807804,1.883621004
2036,1.988157411,1.68332607,3.05173663,1.897471733,2.102818589,1.832175904,2.435268163,1.732379237,1.640831215,1.553611204,2.643967681,2.406349141,1.549455752,1.711908441,1.541246848,1.570344644,1.327796963,2.142148278,1.797293604,1.974503304
2037,2.206190611,1.76251157,3.03654333,1.867503933,2.231750889,1.839132804,2.275508563,1.747480137,1.664769215,1.558873904,2.629105581,2.609591941,1.430247452,1.521449841,1.483653848,1.647802944,1.490557363,2.199203778,1.904372604,2.078074904
2038,2.081286411,1.85818507,2.94056203,1.918532233,2.233657589,1.856568304,2.315154463,1.666707537,1.624528715,1.522284704,2.639537081,2.524480641,1.338795052,1.488059641,1.665173648,1.572383444,1.595966463,2.360367778,1.792071804,2.126352504
2039,1.998186111,1.86656887,2.95870773,2.010793133,2.200563989,1.991357004,2.582829063,1.646585837,1.420668815,1.581923504,2.815877081,2.614266941,1.462529752,1.708177741,1.542911748,1.587493944,1.493501163,2.556033978,1.911386304,2.058726404
2040,2.164666111,1.90825797,3.11988393,2.126239733,2.303934589,2.077133704,2.711741663,1.987928337,1.694587615,1.675485404,2.941970881,2.639754941,1.756501852,1.891426241,1.566982348,1.651694644,1.742674463,2.574208178,1.910679704,2.189512204
2041,2.273787311,1.99515717,3.12093513,1.831487233,2.441460189,1.806634204,2.898575263,1.769046837,1.863947115,1.584936604,2.825282681,2.693529141,1.582906852,1.740314941,1.516649448,1.699362544,1.681475863,2.716255378,2.008994404,2.270363404
2042,2.243529511,1.98646297,3.19116983,2.046996033,2.588918889,1.700037304,2.501420063,1.659057637,1.690399115,1.558326604,2.828204981,2.735163941,1.523235752,1.656658241,1.707129548,1.699316444,1.754871663,2.655400178,2.159372204,2.300702004
2043,2.433990511,1.99928137,3.19471423,2.258659933,2.607876189,1.943755304,2.553665063,1.980339137,1.726664115,1.710389404,2.807884781,2.810266241,1.624769152,1.869045541,1.830922348,1.619901944,1.964191963,2.726673978,1.995945604,2.273673204
2044,2.388740211,2.05655237,3.27777283,2.032657933,2.207021789,2.292540804,2.719510563,2.203495137,1.814153015,1.861800204,2.973610881,2.783123441,1.748277652,2.289475441,1.680837748,1.628052044,1.915989163,2.713615978,2.081660104,2.292897704
2045,2.511246711,2.16709737,3.31462363,2.208569333,2.253228589,2.392623304,2.754256963,2.080174437,2.100437215,1.878967504,3.015479081,2.955772241,1.988976752,2.020851841,1.670644248,1.704728144,1.725599263,2.856001078,2.106499004,2.209014804
2046,2.527779411,2.16358027,3.23489093,2.382485333,2.362447689,2.266012004,3.068606363,1.900780137,1.898377315,1.623391104,3.235590481,2.953701641,1.957761652,1.736352441,1.612937648,2.035439744,1.874036863,2.862071378,2.140097904,2.337305404
2047,2.487180311,2.19249177,3.39358693,2.386280133,2.681060789,2.238226204,3.194355163,2.156691337,1.892710715,1.737658604,3.162236681,2.934437141,1.566651552,1.838540541,1.621474348,2.025408044,1.849202763,3.045365578,2.351260604,2.552636204
2048,2.582992111,2.27519517,3.51551713,2.535370733,2.948311189,2.333997204,2.811854363,2.453267237,2.048868915,1.974287104,3.225788581,3.068669241,1.696313852,2.253180041,1.902146248,1.902914044,1.820598863,3.099717678,2.316965504,2.450907404
2049,2.713200511,2.34330517,3.73603483,2.582830033,2.860932089,2.591571104,2.875583863,2.156428537,2.215130415,2.051915104,3.218217881,3.105750441,1.912695752,2.434602441,2.093279248,1.847844344,1.943117363,3.115697678,2.112227704,2.469120204
2050,2.815130011,2.38981557,3.71842973,2.561723533,2.598563689,2.820144204,2.950520063,2.371825937,2.202804415,1.862800904,3.230785481,3.016328541,2.319349752,2.092651841,1.996959248,1.899007044,2.028414363,3.119517178,2.250387004,2.597596104
2051,2.708995211,2.38569307,3.78073703,2.573892033,2.560024589,2.860392704,3.098709363,2.569633837,2.261430215,1.998438604,3.479833581,3.232149341,1.988614552,2.050164041,1.916612948,1.884688844,1.937483063,3.349420378,2.442763604,2.341826004
2052,2.826138011,2.30040217,3.91340173,2.892882733,2.731702589,2.620749904,3.245541163,2.607981237,2.491378915,2.099006704,3.437588781,3.248035241,1.834439152,2.211289741,1.889882148,1.995439044,2.047823063,3.358723078,2.425064104,2.510379904
